Repository,Branch
Helm-Charts,main
Helm-Charts,prod
Helm-Charts,stage
MTN-GIFT-SPFX,No branches or repo not found
MTNConfirmation,No branches or repo not found
SSP-BACKOFFICE_1,add-tanstack
SSP-BACKOFFICE_1,agents-branch
SSP-BACKOFFICE_1,dependabot/npm_and_yarn/braces-3.0.3
SSP-BACKOFFICE_1,dependabot/npm_and_yarn/next-14.1.1
SSP-BACKOFFICE_1,develop
SSP-BACKOFFICE_1,feat/lockPhone
SSP-BACKOFFICE_1,feat/login
SSP-BACKOFFICE_1,gkhhgcl-patch-1
SSP-BACKOFFICE_1,gkhhgcl-patch-2
SSP-BACKOFFICE_1,gkhhgcl-patch-3
SSP-BACKOFFICE_1,main
SSP-BACKOFFICE_1,revert-248-dependabot/npm_and_yarn/next-14.1.1
SSP-BACKOFFICE_1,revert-268-revert-265-stage
SSP-BACKOFFICE_1,snyk-upgrade-50e1cb790a61ea77aa754f2aed6f9bd8
SSP-BACKOFFICE_1,snyk-upgrade-333fd4f8210725a36899b1e56e6fb9c0
SSP-BACKOFFICE_1,snyk-upgrade-a835cf18604993372301db8e17d42ff7
SSP-BACKOFFICE_1,snyk-upgrade-d592e7096a65712fc81100829686cb91
SSP-BACKOFFICE_1,snyk-upgrade-e685cb1945bf561a21580de3c2da17f2
SSP-BACKOFFICE_1,stage
SSP-BACKOFFICE_1,test-branch
Discussions,main
Event_APP_Frontend,dev
Event_APP_Frontend,eoy
Event_APP_Frontend,main
Event_APP_Frontend,stage
Event_APP_Frontend,team-bondong
Event_APP_Frontend,update-dev
Event_APP_Frontend,valentine-shoutout
Event_APP_Backend,dependabot/npm_and_yarn/class-validator-0.14.0
Event_APP_Backend,dependabot/npm_and_yarn/follow-redirects-1.15.6
Event_APP_Backend,dependabot/npm_and_yarn/jsonwebtoken-9.0.0
Event_APP_Backend,dependabot/npm_and_yarn/tar-6.2.1
Event_APP_Backend,dev
Event_APP_Backend,main
Event_APP_Backend,snyk-upgrade-3851e6b852dd20c3caf10aea17396b81
Event_APP_Backend,stage
Event_APP_Backend,team-bonding
Event_APP_Backend,test-dev
Smart-Store-API,Lalith-hhgcl-patch-1
Smart-Store-API,api
Smart-Store-API,bg-fix-npfg-token
Smart-Store-API,dependabot/npm_and_yarn/express-and-nestjs/core-and-nestjs/platform-express-and-nestjs/platform-socket.io-and-nestjs/websockets-and-nestjs/testing-4.19.2
Smart-Store-API,dependabot/npm_and_yarn/follow-redirects-1.15.6
Smart-Store-API,dev
Smart-Store-API,devsecops-dev
Smart-Store-API,devsecops-dev2
Smart-Store-API,devsecops-main
Smart-Store-API,feat-remove-secret
Smart-Store-API,ft-add-retry
Smart-Store-API,ft-admin-auth
Smart-Store-API,ft-change-madapi-auth-mechanism
Smart-Store-API,ft-emit-event
Smart-Store-API,ft-smart-store-api
Smart-Store-API,ft-submit-sim-swap
Smart-Store-API,gkhhgcl-patch-1
Smart-Store-API,good-branch
Smart-Store-API,main
Smart-Store-API,snyk-upgrade-1066b4fd07ec4e256e7a12aa6f004a2a
Smart-Store-API,snyk-upgrade-4246b7b07eaf70360b98caa945a9afb4
Smart-Store-API,snyk-upgrade-c60a5c1e3ca4625ae430c6497e1efce5
Smart-Store-API,snyk-upgrade-d9e63deaf716f435e3b319ca9f0ecf50
Smart-Store-API,snyk-upgrade-d1930b372a7effb785bc01e4aa3312b9
Smart-Store-API,stage
Smart-Store-API,update/pin-profile
Momo-NG-Mini-app,Dev-Azure
Momo-NG-Mini-app,Prod-Azure
Momo-NG-Mini-app,add_new_apps
Momo-NG-Mini-app,authentication_with_momo_token
Momo-NG-Mini-app,cicd
Momo-NG-Mini-app,develop
Momo-NG-Mini-app,devsecops-dev
Momo-NG-Mini-app,main
Momo-NG-Mini-app,overhaul_refactor
Momo-NG-Mini-app,preprod
Momo-NG-Mini-app,revert-4-authentication_with_momo_token
Momo-NG-Mini-app,revert-5-authentication_with_momo_token
Momo-NG-Mini-app,revert-6-revert-5-authentication_with_momo_token
mtn-finance-helpdesk,dependabot/npm_and_yarn/follow-redirects-1.15.6
mtn-finance-helpdesk,dependabot/npm_and_yarn/next-14.1.1
mtn-finance-helpdesk,main
mtn-finance-helpdesk,shola/dev
mtn-dxl-microservices-repository,master
publications_Backend,dev
publications_Backend,main
publications_Backend,stage
Aftersales-BE,api-dev
Aftersales-BE,backend-v2-dev
Aftersales-BE,backend-v2-prod
Aftersales-BE,backend-v2-stage
Aftersales-BE,dependabot/npm_and_yarn/express-and-nestjs/platform-express-4.19.2
Aftersales-BE,dependabot/npm_and_yarn/follow-redirects-1.15.6
Aftersales-BE,dependabot/npm_and_yarn/tar-6.2.1
Aftersales-BE,dev-update
Aftersales-BE,emmiter
Aftersales-BE,local-dev
Aftersales-BE,telemetry
Momo-NG-NPG,chore/invoke-payment-charge-update
Momo-NG-NPG,chore/remove-local-env
Momo-NG-NPG,develop
Momo-NG-NPG,fix/remove-product-check
Momo-NG-NPG,fix/webhook-response-processing-fix
Momo-NG-NPG,fix/yml-update
Momo-NG-NPG,ft/deployment-update
Momo-NG-NPG,ft/encryption-impl
Momo-NG-NPG,ft/env-update
Momo-NG-NPG,ft/pre-prod-deployment-setup
Momo-NG-NPG,ft/prod-env-whitelisting
Momo-NG-NPG,ft/readme
Momo-NG-NPG,ft/refund-implementation
Momo-NG-NPG,ft/remove-failure-trigger
Momo-NG-NPG,ft/sms-impl
Momo-NG-NPG,ft/trigger-transfer-failure
Momo-NG-NPG,main
Momo-NG-NPG,momoUrl
Momo-NG-NPG,preprod
retail_pos_fe,dependabot/npm_and_yarn/micromatch-4.0.8
retail_pos_fe,dependabot/npm_and_yarn/next-14.2.12
retail_pos_fe,dev_admin
retail_pos_fe,dev
retail_pos_fe,feat/admindashboard
retail_pos_fe,feat/newdashboard
retail_pos_fe,feat/posadmin
retail_pos_fe,feat/userpos
retail_pos_fe,gkhhgcl-patch-1
retail_pos_fe,gkhhgcl-patch-2
retail_pos_fe,layout-branch
retail_pos_fe,main
retail_pos_fe,prod_admin
retail_pos_fe,revert-2-feat/admindashboard
retail_pos_fe,revert-3-feat/admindashboard
retail_pos_fe,stage_admin
retail_pos_fe,stage
retail_pos_fe,temitope
retail_pos_be,chore/update-merchant
retail_pos_be,dev
retail_pos_be,devsecops-main
retail_pos_be,fixx
retail_pos_be,ft/add-business
retail_pos_be,main
retail_pos_be,stage
retail_pos_be,to-restart
MOMO_CORPORATE_FE,Fixes
MOMO_CORPORATE_FE,UIbuild
MOMO_CORPORATE_FE,dependabot/npm_and_yarn/micromatch-4.0.8
MOMO_CORPORATE_FE,dependabot/npm_and_yarn/next-14.2.10
MOMO_CORPORATE_FE,dev
MOMO_CORPORATE_FE,main
MOMO_CORPORATE_FE,stage
MOMO_CORPORATE_BE,dev
MOMO_CORPORATE_BE,main
MOMO_CORPORATE_BE,stage
one-customer-fe,dependabot/npm_and_yarn/braces-3.0.3
one-customer-fe,dependabot/npm_and_yarn/micromatch-4.0.8
one-customer-fe,dependabot/npm_and_yarn/next-14.2.13
one-customer-fe,dev
one-customer-fe,feature/frontend
one-customer-fe,stage
one_customer_be,dependabot/nuget/OneCustomerWebAPI.Core/Newtonsoft.Json-13.0.1
one_customer_be,dev
one_customer_be,feature/api
one_customer_be,feature/dotnetbranch
one_customer_be,henry-dev
one_customer_be,maropublish
one_customer_be,stage
BULK_UPLOAD_BE,dev_sub_1
BULK_UPLOAD_BE,dev_sub_2
BULK_UPLOAD_BE,dev_sub_3
BULK_UPLOAD_BE,dev
BULK_UPLOAD_BE,feature/api
BULK_UPLOAD_BE,fixes
BULK_UPLOAD_BE,main
BULK_UPLOAD_BE,stage_sub_1
BULK_UPLOAD_BE,stage_sub_2
BULK_UPLOAD_BE,stage_sub_3
BULK_UPLOAD_BE,stage
BULK_UPLOAD_FE,code-cleanup
BULK_UPLOAD_FE,dependabot/npm_and_yarn/micromatch-4.0.8
BULK_UPLOAD_FE,dependabot/npm_and_yarn/next-14.2.10
BULK_UPLOAD_FE,dev
BULK_UPLOAD_FE,feature/ncc
BULK_UPLOAD_FE,main
BULK_UPLOAD_FE,stage
employee.bot.be,dependabot/npm_and_yarn/main/eslint-9.10.0
employee.bot.be,dependabot/npm_and_yarn/main/langchain/openai-0.3.0
employee.bot.be,dependabot/npm_and_yarn/main/langchain-0.3.0
employee.bot.be,dependabot/npm_and_yarn/main/mongodb-6.9.0
employee.bot.be,dependabot/npm_and_yarn/main/prisma/client-5.19.1
employee.bot.be,dependabot/npm_and_yarn/main/types/node-22.5.4
employee.bot.be,dependabot/npm_and_yarn/main/types/uuid-10.0.0
employee.bot.be,dependabot/npm_and_yarn/main/typescript-5.6.2
employee.bot.be,dependabot/npm_and_yarn/main/typescript-eslint/eslint-plugin-8.5.0
employee.bot.be,dependabot/npm_and_yarn/main/typescript-eslint/parser-8.5.0
employee.bot.be,dependabot/npm_and_yarn/micromatch-4.0.8
employee.bot.be,dev
employee.bot.be,iyi/dev
employee.bot.be,main
employee.bot.be,moses/dev_temp
employee.bot.be,moses/dev
employee.bot.be,stage
employee.bot.fe,dependabot/npm_and_yarn/axios-1.7.4
employee.bot.fe,dependabot/npm_and_yarn/braces-3.0.3
employee.bot.fe,dependabot/npm_and_yarn/micromatch-4.0.8
employee.bot.fe,dependabot/npm_and_yarn/postcss-8.4.38
employee.bot.fe,dev
employee.bot.fe,feat/ui
employee.bot.fe,feature/pwa
employee.bot.fe,hope/create-admin-button
employee.bot.fe,hope/new-feature
employee.bot.fe,iyi
employee.bot.fe,main
employee.bot.fe,moses/dev
employee.bot.fe,moses/feat-ai
employee.bot.fe,moses/message-loader
employee.bot.fe,moses/shadcn-ui
employee.bot.fe,pam/adjust-ui
employee.bot.fe,pam/chat-ai
employee.bot.fe,pam/dev
employee.bot.fe,pam/dev-fix
employee.bot.fe,pam/fixes
employee.bot.fe,pam/knowledge-bank
employee.bot.fe,pam/message-loader
employee.bot.fe,stage
mtn-dxl-microservices-customer-kyc-repository,develop
mtn-dxl-microservices-customer-kyc-repository,develop-devops
mtn-dxl-microservices-customer-kyc-repository,devsecops-dev
mtn-dxl-microservices-customer-kyc-repository,master
mtn-dxl-microservices-customer-balance-plans-repository,develop
mtn-dxl-microservices-customer-balance-plans-repository,develop-devops
mtn-dxl-microservices-customer-balance-plans-repository,master
mtn-dxl-microservices-customer-balance-plans-repository,prod_release_27_06_2023
mtn-dxl-microservices-customer-balance-plans-repository,releaseBranch
mtn-dxl-microservices-auth0-merge-profiles-repository,develop
mtn-dxl-microservices-auth0-merge-profiles-repository,master
mtn-dxl-microservices-manage-numbers-repository,develop
mtn-dxl-microservices-manage-numbers-repository,develop-devops
mtn-dxl-microservices-manage-numbers-repository,master
mtn-dxl-microservices-mini-app-repository,adhocProduction-22-12-2023
mtn-dxl-microservices-mini-app-repository,dependabot/maven/cn.hutool-hutool-all-5.8.21
mtn-dxl-microservices-mini-app-repository,develop
mtn-dxl-microservices-mini-app-repository,develop-devops
mtn-dxl-microservices-mini-app-repository,master
mtn-dxl-microservices-mini-app-repository,mtn-dxl-microservices-esim-repository
mtn-dxl-microservices-product-eligibility-repository,develop
mtn-dxl-microservices-product-eligibility-repository,develop-devops
mtn-dxl-microservices-product-eligibility-repository,master
mtn-dxl-microservices-product-eligibility-repository,product/github
mtn-dxl-microservices-customer-plans-lightweight-repository,develop
mtn-dxl-microservices-customer-plans-lightweight-repository,develop-devops
mtn-dxl-microservices-customer-plans-lightweight-repository,master
mtn-dxl-microservices-pulse-plans-kyc-repository,develop
mtn-dxl-microservices-pulse-plans-kyc-repository,develop-devops
mtn-dxl-microservices-pulse-plans-kyc-repository,master
mtn_npgpaymentservice_repository,FfstatusMaxCountRefund-vdn
mtn_npgpaymentservice_repository,K8S-SECRETS
mtn_npgpaymentservice_repository,MNUW-2850-postpaid-bill-payment-ark
mtn_npgpaymentservice_repository,MNUW-2850-postpaid-bill-payment-ark-stagingweb
mtn_npgpaymentservice_repository,MNUW-4099_Mega_Deal_Issue_mc
mtn_npgpaymentservice_repository,MNUW-4099_Mega_Deal_Issue_mw
mtn_npgpaymentservice_repository,MS5-380_Invalid_Signature_isse_ark-m
mtn_npgpaymentservice_repository,MS5-380_Invalid_Signature_isse_ark-mc
mtn_npgpaymentservice_repository,NPGMsisdn
mtn_npgpaymentservice_repository,NPGPayment
mtn_npgpaymentservice_repository,SonarLintChanges
mtn_npgpaymentservice_repository,auth-token-empty-string-status-2023-04-20
mtn_npgpaymentservice_repository,distable_auto_retries_ark-sc
mtn_npgpaymentservice_repository,distable_auto_retries_ark-sw
mtn_npgpaymentservice_repository,feature/stagingcron/akshay
mtn_npgpaymentservice_repository,feature_stagingcron
mtn_npgpaymentservice_repository,feature/stagingweb/akshay
mtn_npgpaymentservice_repository,fraud_alert_issue_ark_sc
mtn_npgpaymentservice_repository,fraud_alert_issue_ark_sw
mtn_npgpaymentservice_repository,invalid_or_missing_parameter_key_invalid_mastercron
mtn_npgpaymentservice_repository,master_feature
mtn_npgpaymentservice_repository,master_reset_change
mtn_npgpaymentservice_repository,master
mtn_npgpaymentservice_repository,masterauth
mtn_npgpaymentservice_repository,mastercron
mtn_npgpaymentservice_repository,momoFeature-development
mtn_npgpaymentservice_repository,postpaidbillpayment
mtn_npgpaymentservice_repository,postpaidchanges-ark-mc
mtn_npgpaymentservice_repository,postpaidchanges-ark-mw
mtn_npgpaymentservice_repository,refundissue_ark-mc
HR_CHATBOT_FE,dependabot/npm_and_yarn/micromatch-4.0.8
HR_CHATBOT_FE,dependabot/npm_and_yarn/next-14.2.10
HR_CHATBOT_FE,main
HR_CHATBOT_BE,main
Partner_Portal_BE,az_backend_admin
Partner_Portal_BE,az_backend
Partner_Portal_BE,dependabot/composer/phpoffice/phpspreadsheet-1.29.1
Partner_Portal_BE,dependabot/npm_and_yarn/axios-1.7.4
Partner_Portal_BE,dependabot/npm_and_yarn/rollup-4.22.4
Partner_Portal_BE,dependabot/npm_and_yarn/vite-5.4.6
Partner_Portal_BE,dev_admin
Partner_Portal_BE,dev
Partner_Portal_BE,feature/admin
Partner_Portal_BE,feature/api
Partner_Portal_BE,kanye
Partner_Portal_BE,kanye-admin
Partner_Portal_BE,moses_admin
Partner_Portal_BE,moses
Partner_Portal_BE,pre_prod_admin
Partner_Portal_BE,pre_prod
Partner_Portal_BE,stage_admin
Partner_Portal_BE,stage
Partner_Portal_FE,admin
Partner_Portal_FE,admin-dev
Partner_Portal_FE,admin-pre-prod
Partner_Portal_FE,admin-stage
Partner_Portal_FE,az_frontend
Partner_Portal_FE,az-admin-prod
Partner_Portal_FE,dependabot/npm_and_yarn/next-14.2.10
Partner_Portal_FE,dev
Partner_Portal_FE,elijah
Partner_Portal_FE,elijah-admin
Partner_Portal_FE,feat/admin-license-approval
Partner_Portal_FE,feat/admin-trackables
Partner_Portal_FE,fix-admin-dev
Partner_Portal_FE,main
Partner_Portal_FE,pre_prod
Partner_Portal_FE,settle-admin-dev
Partner_Portal_FE,stage
Partner_Portal_FE,temi-admin-dev
Partner_Portal_FE,temi-dev
NextGen-UserMgt-Ext,coralpayupdates
NextGen-UserMgt-Ext,main
CITY_APP_BE,Lalith-hhgcl-patch-1
CITY_APP_BE,ayokanmi/dev
CITY_APP_BE,ayokanmi/dev-settings
CITY_APP_BE,dev
CITY_APP_BE,elijah/dev
CITY_APP_BE,elijah/dev2
CITY_APP_BE,gkhhgcl-patch-1
CITY_APP_BE,gkhhgcl-patch-2
CITY_APP_BE,gkhhgcl-patch-3
CITY_APP_BE,gkhhgcl-patch-4
CITY_APP_BE,gkhhgcl-patch-5
CITY_APP_BE,gkhhgcl-patch-6
CITY_APP_BE,gkhhgcl-patch-7
CITY_APP_BE,gkhhgcl-patch-8
CITY_APP_BE,gkhhgcl-test-1
CITY_APP_BE,main
CITY_APP_BE,moses/build-scripts
CITY_APP_BE,moses/dev_temp
CITY_APP_BE,moses/dev
CITY_APP_BE,moses/docker_infra
CITY_APP_BE,stage
CITY_APP_FE,clinton/dev
CITY_APP_FE,clinton/next_router
CITY_APP_FE,dev
CITY_APP_FE,elijah/dev
CITY_APP_FE,fix/test-apk
CITY_APP_FE,main
CITY_APP_FE,moses/dev
CITY_APP_FE,moses/discovery_repository
CITY_APP_FE,moses/melos
CITY_APP_FE,moses/next_router
CITY_APP_FE,onboarding-screen
CITY_APP_FE,pam/dev
CITY_APP_FE,pam/discovery_api
CITY_APP_FE,pam/login
CITY_APP_FE,pam/services
CITY_APP_FE,release/iat-v1.0.0-dev
NextGen-Channels,MTNNGupdates
NextGen-Channels,coralpayupdates_dev
NextGen-Channels,coralpayupdates_stage
NextGen-Channels,coralpayupdates
NextGen-Channels,main
NextGen-AdminPortal,coralpayupdates_dev
NextGen-AdminPortal,coralpayupdates_stage
NextGen-AdminPortal,coralpayupdates
NextGen-AdminPortal,dependabot/npm_and_yarn/bootstrap-5.0.0
NextGen-AdminPortal,dependabot/npm_and_yarn/micromatch-4.0.8
NextGen-AdminPortal,dependabot/npm_and_yarn/multi-06c100f89b
NextGen-AdminPortal,dependabot/npm_and_yarn/multi-9a0c2d0c96
NextGen-AdminPortal,dependabot/npm_and_yarn/multi-9423f4c335
NextGen-AdminPortal,dependabot/npm_and_yarn/multi-cf87d80143
NextGen-AdminPortal,dependabot/npm_and_yarn/multi-d66d039ac5
NextGen-AdminPortal,main
NextGen-MerchantPortal,coralpayupdates_dev
NextGen-MerchantPortal,coralpayupdates_stage
NextGen-MerchantPortal,coralpayupdates
NextGen-MerchantPortal,dependabot/npm_and_yarn/bootstrap-5.0.0
NextGen-MerchantPortal,dependabot/npm_and_yarn/http-cache-semantics-4.1.1
NextGen-MerchantPortal,dependabot/npm_and_yarn/json5-2.2.3
NextGen-MerchantPortal,dependabot/npm_and_yarn/micromatch-4.0.8
NextGen-MerchantPortal,dependabot/npm_and_yarn/multi-1d234c620e
NextGen-MerchantPortal,dependabot/npm_and_yarn/multi-06c100f89b
NextGen-MerchantPortal,dependabot/npm_and_yarn/multi-9a0c2d0c96
NextGen-MerchantPortal,dependabot/npm_and_yarn/multi-71c60f2d2e
NextGen-MerchantPortal,dependabot/npm_and_yarn/multi-9423f4c335
NextGen-MerchantPortal,dependabot/npm_and_yarn/multi-cf87d80143
NextGen-MerchantPortal,dependabot/npm_and_yarn/multi-d66d039ac5
NextGen-MerchantPortal,dependabot/npm_and_yarn/ua-parser-js-0.7.38
NextGen-MerchantPortal,main
NextGen-MerchantPortal,test
Nextgen-MomoIPRouter,coralpayupdates_dev
Nextgen-MomoIPRouter,coralpayupdates_stage
Nextgen-MomoIPRouter,coralpayupdates
Nextgen-MomoIPRouter,main
NextGen-Settlement,main
NextGen-UserMgt,coralpayupdates_dev
NextGen-UserMgt,coralpayupdates_stage
NextGen-UserMgt,coralpayupdates
NextGen-UserMgt,main
Capacity_Ops_AIFactory,No branches or repo not found
Social_Network_AIFactory,No branches or repo not found
Smartkiosk_websocket,dev
Smartkiosk_websocket,main
employee.bot.teams,dependabot/npm_and_yarn/axios-1.7.7
employee.bot.teams,dependabot/npm_and_yarn/express-4.20.0
employee.bot.teams,dependabot/npm_and_yarn/multi-f68e238b85
employee.bot.teams,dev
employee.bot.teams,main
employee.bot.teams,moses/dev
employee.bot.teams,stage
Radio_Optimization_AI,dev
Radio_Optimization_AI,main
Radio_Optimization_AI,stage
Fraud_Detection_AI,No branches or repo not found
enterprise_fe,No branches or repo not found
enterprise_be,dependabot/nuget/MTNExpirationAPI.Utility/System.IdentityModel.Tokens.Jwt-6.34.0
enterprise_be,dev
enterprise_be,main
SSP_MICRO_SERVICE,No branches or repo not found
SSP_DOC_MICROSERVICE,dependabot/npm_and_yarn/micromatch-4.0.8
SSP_DOC_MICROSERVICE,dependabot/npm_and_yarn/multi-5eb378ec3a
SSP_DOC_MICROSERVICE,dependabot/npm_and_yarn/multi-6ddc2c7951
SSP_DOC_MICROSERVICE,dependabot/npm_and_yarn/multi-24bbd5359e
SSP_DOC_MICROSERVICE,dependabot/npm_and_yarn/multi-4820e640fc
SSP_DOC_MICROSERVICE,dependabot/npm_and_yarn/multi-b2c9442a4c
SSP_DOC_MICROSERVICE,develop
SSP_DOC_MICROSERVICE,feat/swagger-documentation
SSP_DOC_MICROSERVICE,feature/get-documents
SSP_DOC_MICROSERVICE,feature/save-document
SSP_DOC_MICROSERVICE,main
SSP_TAS_MICROSERVICE,dependabot/npm_and_yarn/micromatch-4.0.8
SSP_TAS_MICROSERVICE,dependabot/npm_and_yarn/multi-5eb378ec3a
SSP_TAS_MICROSERVICE,dependabot/npm_and_yarn/multi-6ddc2c7951
SSP_TAS_MICROSERVICE,dependabot/npm_and_yarn/multi-24bbd5359e
SSP_TAS_MICROSERVICE,dependabot/npm_and_yarn/multi-4820e640fc
SSP_TAS_MICROSERVICE,dependabot/npm_and_yarn/multi-b2c9442a4c
SSP_TAS_MICROSERVICE,develop
SSP_TAS_MICROSERVICE,feature/auth
SSP_TAS_MICROSERVICE,main
SSP_TAS_MICROSERVICE,stage
SSP_PAYMENT_MICROSERVICE,develop
SSP_PAYMENT_MICROSERVICE,main
SSP_USER_MICROSERVICE,No branches or repo not found
MTN-FaceMatch,dev
MTN-FaceMatch,main
CRBT_Subscription_API,No branches or repo not found
LCMS_Frontend,afolabi
LCMS_Frontend,dependabot/npm_and_yarn/next-14.2.10
LCMS_Frontend,dev
LCMS_Frontend,main
LCMS_Frontend,stage
LCMS_Backend,dependabot/npm_and_yarn/multi-24bbd5359e
LCMS_Backend,dev
LCMS_Backend,main
LCMS_Backend,stage
Customer_SIM_Verification_API_v1.0,No branches or repo not found
Digital_Lending_CDAL_API,No branches or repo not found
mySMEVille_Service_Management_API,No branches or repo not found
Silent_Mobile_Verfication_API,No branches or repo not found
Coupon_Management_API_v1,No branches or repo not found
Group_Data_Share_API,No branches or repo not found
Managed_NIN,No branches or repo not found
Reward_Management_API_V1,No branches or repo not found
Reward_Management_API_V2,No branches or repo not found
Subscription_V2_API,No branches or repo not found
Trouble_Ticket_API_V2,No branches or repo not found
Customer_Management_NG_API,No branches or repo not found
Shopping_Cart_Management_API,No branches or repo not found
Usage_Consumption_API,No branches or repo not found
Biosmart_Connector_API_v1,No branches or repo not found
BluSalt_Connector_API,No branches or repo not found
ContactLess_API,No branches or repo not found
Product_Catalog_API,No branches or repo not found
Product_Inventory_API,No branches or repo not found
Alternate_Notification_API,No branches or repo not found
Email_Service_API,No branches or repo not found
SMS_API_v3.0,No branches or repo not found
Caller_Feel_Signature_API,No branches or repo not found
Caller_Feel_Status_API,No branches or repo not found
Customer_Data_Share_API,No branches or repo not found
Manifestation_API,No branches or repo not found
Notification_API_v1.0,No branches or repo not found
Payment_API,No branches or repo not found
Balance_Management_API,No branches or repo not found
Fleet_Management_API_v1,No branches or repo not found
Product_Inventory_Management_API,No branches or repo not found
Shipment_Receipt_Confirmation_API_v1,No branches or repo not found
Account_Management_API,No branches or repo not found
Customer_Management_API,No branches or repo not found
Order_Fulfillment_API,No branches or repo not found
Product_Catalog_Management_API,No branches or repo not found
Service_Ordering_Management_API_V1.0,No branches or repo not found
Share_N_Shell,No branches or repo not found
HNODE_NIN_Integration,No branches or repo not found
Sim_Management_API,No branches or repo not found
madapi-mtn-comviva-subscription-tone-profile-sytem,dependabot/maven/commons-io-commons-io-2.7
madapi-mtn-comviva-subscription-tone-profile-sytem,dependabot/maven/xerces-xercesImpl-2.12.2
madapi-mtn-comviva-subscription-tone-profile-sytem,development
madapi-mtn-comviva-subscription-tone-profile-sytem,main
madapi-mtn-comviva-subscription-tone-profile-sytem,master
madapi-mtn-gds-clm-system,development
madapi-mtn-gds-clm-system,main
madapi-mtn-gds-clm-system,release
madapi-mtn-nin-aggregator,dependabot/maven/xerces-xercesImpl-2.12.2
madapi-mtn-nin-aggregator,development
madapi-mtn-nin-aggregator,main
madapi-mtn-nin-aggregator,master
madapi-mtn-nin-aggregator,release
madapi-mtn-nin-clm-system,dependabot/maven/commons-io-commons-io-2.7
madapi-mtn-nin-clm-system,development
madapi-mtn-nin-clm-system,main
madapi-mtn-nin-clm-system,release
madapi-mtn-nin-clm-system,springboot-upgrade
madapi-mtn-daas-consumption-summary-aggregator,development
madapi-mtn-daas-consumption-summary-aggregator,main
madapi-mtn-daas-consumption-summary-aggregator,master
madapi-mtn-blusalt-api-system,dependabot/maven/xerces-xercesImpl-2.12.2
madapi-mtn-blusalt-api-system,development
madapi-mtn-blusalt-api-system,main
madapi-mtn-blusalt-api-system,master
madapi-mtn-blusalt-api-system,release
madapi-mtn-biosmart-api-system,dependabot/maven/xerces-xercesImpl-2.12.2
madapi-mtn-biosmart-api-system,development
madapi-mtn-biosmart-api-system,main
madapi-mtn-biosmart-api-system,master
madapi-mtn-biosmart-api-system,release
madapi-mtn-contactless-api-system,development
madapi-mtn-contactless-api-system,main
madapi-mtn-contactless-api-system,master
madapi-mtn-contactless-api-system,release
madapi-mtn-metamorphose-product-inventory-system,development
madapi-mtn-metamorphose-product-inventory-system,main
madapi-mtn-metamorphose-product-inventory-system,release
madapi-mtn-email-system-push,main
madapi-mtn-ccaas-dass-job-id-system,development
madapi-mtn-ccaas-dass-job-id-system,main
madapi-mtn-ccaas-dass-job-id-system,master
madapi-mtn-ccaas-dass-job-id-system,release
madapi-mtn-tmf685-resource-pool-management-aggregator,development
madapi-mtn-tmf685-resource-pool-management-aggregator,main
madapi-mtn-tmf685-resource-pool-management-aggregator,release
messaging-sms-system-push-multiple,main
product-ordering-cis-system,main
TMF_678_tmf-madapi-customer-bill-management-aggregator-v1,development
TMF_678_tmf-madapi-customer-bill-management-aggregator-v1,feature/moveCode
TMF_678_tmf-madapi-customer-bill-management-aggregator-v1,main
madapi-mtn-customer-profile-aggregator,main
madapi-mtn-eset-notification-aggregator,main
